address,link,number_beds,number_baths,area,sold information,dishwasher,microwave,washer,dryer,refrigerator,building_type,lot_size,built_year,number_of_rooms,heating_system,heating_fuel,cooling_system,parking,parking_spaces,architecture_type,stories,exterior,roof,price
5189 Glenhurst Rd,https://www.trulia.com/p/pa/pittsburgh/5189-glenhurst-rd-pittsburgh-pa-15207--2014076094,2,1,"1,202","['Last Sold: Jun 7, 2019', '2% below list $135K']",1,0,1,1,1,Single Family Home,0.29 acres,1950,6,Forced Air,Gas,Central,"Attached Garage, Off Street",3,CapeCod,1,Brick,Asphalt,132900
1888 Fieldmont Dr,https://www.trulia.com/p/pa/pittsburgh/1888-fieldmont-dr-pittsburgh-pa-15241--2205492829,3,2,"3,742","['Last Sold: Jun 7, 2019', '']",0,0,0,0,0,Single Family Home,,2004,,Central,,,Attached Garage,3,,1,Brick,Shingle (Not Wood),692000
244 Broadway Dr,https://www.trulia.com/p/pa/pittsburgh/244-broadway-dr-pittsburgh-pa-15236--2014257968,3,1,"1,356","['Last Sold: Jun 7, 2019', '19% below list $259K']",1,1,0,0,1,Single Family Home,"7,865 sqft",1942,12,Other,,Central,"Off Street, Attached Garage",3,Colonial,2,Brick Wood,Shake Shingle,217000
561 Marylea Ave,https://www.trulia.com/p/pa/pittsburgh/561-marylea-ave-pittsburgh-pa-15227--2014215477,3,1,998,"['Last Sold: Jun 7, 2019', '0% over list $175K']",0,0,0,0,0,Single Family Home,"10,671 sqft",1954,6,Other,,Central,Attached Garage,1,Colonial,1,Brick,,175000
750 Fairston St,https://www.trulia.com/p/pa/pittsburgh/750-fairston-st-pittsburgh-pa-15204--2014051539,3,2,"2,018","['Last Sold: Jun 7, 2019', '2% below list $135K']",0,0,1,1,1,Single Family Home,"3,450 sqft",1902,10,Forced Air,Gas,Central,On Street,2,,3,Metal,Shake Shingle,132000
1203 Snee Dr,https://www.trulia.com/p/pa/pittsburgh/1203-snee-dr-pittsburgh-pa-15236--2014255503,4,2,"2,058","['Last Sold: Jun 7, 2019', '']",0,0,0,0,0,Single Family Home,0.88 acres,2011,7,Other,,Central,Attached Garage,2,Colonial,2,,Shake Shingle,363000
1421 Chadworth Ct,https://www.trulia.com/p/pa/pittsburgh/1421-chadworth-ct-pittsburgh-pa-15237--2196016912,5,4,"3,866","['Last Sold: Jun 7, 2019', '2% below list $650K']",0,0,0,0,0,Single Family Home,0.7 acres,2016,,Forced Air,Gas,Central,,,French,,,,635000
22 Magdalene St,https://www.trulia.com/p/pa/pittsburgh/22-magdalene-st-pittsburgh-pa-15203--2122151375,3,1,"1,836","['Last Sold: Jun 7, 2019', '7% below list $220K']",1,0,0,0,0,Single Family Home,"1,847 sqft",1900,6,Forced Air,Gas,Central,,,,3,Vinyl,Composition,205000
5560 Bartlett St,https://www.trulia.com/p/pa/pittsburgh/5560-bartlett-st-pittsburgh-pa-15217--1119317740,2,1,"1,440","['Last Sold: Jun 7, 2019', '8% below list $290K']",1,0,1,1,1,Townhouse,"1,800 sqft",1940,7,Forced Air,Gas,Central,On Street,,,2,Brick,Asphalt,269000
1867 Warriors Rd,https://www.trulia.com/p/pa/pittsburgh/1867-warriors-rd-pittsburgh-pa-15205--1023843672,4,2,"1,573","['Last Sold: Jun 7, 2019', '0% over list $170K']",0,0,0,0,1,Single Family Home,"5,000 sqft",1956,8,Forced Air,Gas,Central,Attached Garage,1,CapeCod,1,Brick Stone,Composition,170000
707 Stanton Ave,https://www.trulia.com/p/pa/pittsburgh/707-stanton-ave-pittsburgh-pa-15209--2014088407,3,1,"1,231","['as of Dec 10, 2019', 'as of Dec 10, 2019']",0,0,0,0,0,Single Family Home,1.31 acres,1962,6,Other,,,Attached Garage,2,Ranch,1,Brick,Shake Shingle,150635
328 Carpenter Dr,https://www.trulia.com/p/pa/pittsburgh/328-carpenter-dr-pittsburgh-pa-15239--2014294058,4,3,"2,028","['Last Sold: Jun 6, 2019', '3% below list $300K']",1,1,0,0,1,Single Family Home,0.57 acres,1978,8,Heat Pump,Electric,Central,Attached Garage,2,Colonial,2,Brick Vinyl,,292000
730 Osage Rd,https://www.trulia.com/p/pa/pittsburgh/730-osage-rd-pittsburgh-pa-15243--2014310714,3,3,"2,324","['Last Sold: Jun 6, 2019', '5% below list $500K']",0,0,0,0,0,Single Family Home,0.38 acres,1940,8,Other,,Central,Attached Garage,2,Colonial,2,Brick,Slate,475000
423 Arbor Ln,https://www.trulia.com/p/pa/pittsburgh/423-arbor-ln-pittsburgh-pa-15236--2014260061,3,1,984,"['Last Sold: Jun 6, 2019', '1% over list $140K']",0,0,0,0,0,Single Family Home,"8,249 sqft",1956,,,,,,,,,,,142000
28 Saint Peter St,https://www.trulia.com/p/pa/pittsburgh/28-saint-peter-st-pittsburgh-pa-15209--2014086634,3,1,900,"['Last Sold: Jun 6, 2019', '1% over list $149K']",0,0,0,0,0,Single Family Home,"5,107 sqft",1962,5,Other,,Central,Attached Garage,1,Ranch,1,Brick,Shake Shingle,150000
60 Dilworth St,https://www.trulia.com/p/pa/pittsburgh/60-dilworth-st-pittsburgh-pa-15211--2014105905,3,1.5,"1,584","['Last Sold: Jun 6, 2019', '']",0,0,0,0,0,Single Family Home,,1900,6,Central,,,,,,2,Other,Shingle (Not Wood),90000
501 Winfield St,https://www.trulia.com/p/pa/pittsburgh/501-winfield-st-pittsburgh-pa-15206--2014065700,5,1,"2,334","['as of Dec 10, 2019', 'as of Dec 10, 2019']",0,0,0,0,0,Single Family Home,,1910,8,Central,,,,,,2,Brick,Shingle (Not Wood),39442
524 Olive St,https://www.trulia.com/p/pa/pittsburgh/524-olive-st-pittsburgh-pa-15237--2014278937,4,2.5,"2,281","['Last Sold: Jun 6, 2019', '1% over list $362K']",0,0,0,0,0,Single Family Home,0.36 acres,1962,8,Other,,Central,Attached Garage,1,Colonial,2,Stone,Shake Shingle,364000
26 Russell St,https://www.trulia.com/p/pa/pittsburgh/26-russell-st-pittsburgh-pa-15214--2014127878,3,1,"1,260","['5bd', '2ba']",0,0,0,0,0,Single Family Home,,1900,6,Central,,,,,,1,Other,Shingle (Not Wood),
2920 Glasgow St,https://www.trulia.com/p/pa/pittsburgh/2920-glasgow-st-pittsburgh-pa-15204--2014049351,2,1,"1,280","['as of Dec 10, 2019', 'as of Dec 10, 2019']",0,0,0,0,0,Single Family Home,,1928,6,Central,,,,,,2,Masonry,Shingle (Not Wood),76658
1559 Kuhlview Dr,https://www.trulia.com/p/pa/pittsburgh/1559-kuhlview-dr-pittsburgh-pa-15237--2014271733,3,1.5,"1,472","['Last Sold: Jun 6, 2019', '15% over list $250K']",1,0,1,1,1,Single Family Home,0.58 acres,1958,7,Forced Air,Solar,Central,Attached Garage,,Colonial,1,Brick,Asphalt,295000
6951 Reynolds St,https://www.trulia.com/p/pa/pittsburgh/6951-reynolds-st-pittsburgh-pa-15208--2014079693,3,2.5,"2,157","['Last Sold: Jun 6, 2019', '3% below list $635K']",0,0,0,0,0,Single Family Home,"5,250 sqft",1926,8,Radiant,Gas,Central,Detached Garage,2,,2,Brick,Slate,615000
1521 Greendale Dr,https://www.trulia.com/p/pa/pittsburgh/1521-greendale-dr-pittsburgh-pa-15239--2014291853,3,2,"1,432","['$282,500', '$282,500']",1,1,0,0,0,Single Family Home,"8,992 sqft",1983,6,Forced Air,,Central,Attached Garage,,,1,Brick Shingle,,279900
115 E Garden Rd,https://www.trulia.com/p/pa/pittsburgh/115-e-garden-rd-pittsburgh-pa-15227--2089364214,3,2,"1,716","['Last Sold: Jun 6, 2019', '7% below list $179K']",0,0,0,0,0,Single Family Home,"2,435 sqft",1926,6,Other,,,Attached Garage,1,,2,Brick,Shake Shingle,168000
5855 Nicholson St,https://www.trulia.com/p/pa/pittsburgh/5855-nicholson-st-pittsburgh-pa-15217--2014152595,4,3,"2,120","['Last Sold: Jun 6, 2019', '19% below list $370K']",0,0,0,0,0,Multi Family,"3,300 sqft",1916,,,,,,,,,,,310000
65 Locust St,https://www.trulia.com/p/pa/pittsburgh/65-locust-st-pittsburgh-pa-15223--1001828849,0,0,0,"['as of Dec 10, 2019', 'as of Dec 10, 2019']",0,0,0,0,1,Multi Family,0.28 acres,,,,,,,,,,,,141469
503 Avonworth Heights Dr,https://www.trulia.com/p/pa/pittsburgh/503-avonworth-heights-dr-pittsburgh-pa-15237--1043356180,4,2.5,"2,667","['Last Sold: Jun 6, 2019', '2% over list $395K']",0,0,0,0,0,Single Family Home,1.46 acres,2002,7,Other,,Central,,,Colonial,2,Brick,,405000
419 Taylor St,https://www.trulia.com/p/pa/pittsburgh/419-taylor-st-pittsburgh-pa-15224--2014195641,3,2.5,"2,506","['Last Sold: Jun 6, 2019', '3% below list $275K']",0,0,0,0,0,Single Family Home,"2,740 sqft",1880,6,Other,,Central,,,,,,Shake Shingle,268000
226 42nd St,https://www.trulia.com/p/pa/pittsburgh/226-42nd-st-pittsburgh-pa-15201--2014033147,2,1.5,"1,073","['Last Sold: Jun 6, 2019', '0% over list $150K']",0,0,0,0,0,Townhouse,"1,259 sqft",1900,4,Other,,,,,,2,,Shake Shingle,150250
2400 Antrim Ct,https://www.trulia.com/p/pa/pittsburgh/2400-antrim-ct-pittsburgh-pa-15237--2014275219,4,2.5,"2,597","['Last Sold: Jun 6, 2019', '']",1,1,0,0,1,Single Family Home,0.53 acres,1979,8,Forced Air,Gas,Central,Attached Garage,2,Colonial,2,Brick Vinyl,Asphalt,424900
